Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023-05-22 01:00:00,Hungary,Hungary,HU,203.19,239.59,70.88,20.83,entsoe.eu,false,
2023-05-22 02:00:00,Hungary,Hungary,HU,199.82,237.33,71.04,20.3,entsoe.eu,false,
2023-05-22 03:00:00,Hungary,Hungary,HU,187.17,223.0,73.4,24.72,entsoe.eu,false,
2023-05-22 04:00:00,Hungary,Hungary,HU,160.31,192.81,77.74,37.09,entsoe.eu,false,
2023-05-22 05:00:00,Hungary,Hungary,HU,149.76,183.56,78.71,42.02,entsoe.eu,false,
2023-05-22 06:00:00,Hungary,Hungary,HU,131.59,166.39,80.87,47.14,entsoe.eu,false,
2023-05-22 07:00:00,Hungary,Hungary,HU,111.45,146.73,83.64,51.32,entsoe.eu,false,
2023-05-22 08:00:00,Hungary,Hungary,HU,107.36,143.52,83.95,53.01,entsoe.eu,false,
2023-05-22 09:00:00,Hungary,Hungary,HU,108.16,144.9,83.55,53.73,entsoe.eu,false,
2023-05-22 10:00:00,Hungary,Hungary,HU,102.98,138.99,84.54,54.67,entsoe.eu,false,
2023-05-22 11:00:00,Hungary,Hungary,HU,107.36,144.23,83.58,53.72,entsoe.eu,false,
2023-05-22 12:00:00,Hungary,Hungary,HU,110.99,148.19,82.93,51.86,entsoe.eu,false,
2023-05-22 13:00:00,Hungary,Hungary,HU,120.34,157.76,81.56,47.98,entsoe.eu,false,
2023-05-22 14:00:00,Hungary,Hungary,HU,121.28,155.59,82.25,45.73,entsoe.eu,false,
2023-05-22 15:00:00,Hungary,Hungary,HU,145.69,180.69,78.15,40.19,entsoe.eu,false,
2023-05-22 16:00:00,Hungary,Hungary,HU,178.94,212.77,74.53,36.05,entsoe.eu,false,
2023-05-22 17:00:00,Hungary,Hungary,HU,197.64,230.6,72.8,35.5,entsoe.eu,false,
2023-05-22 18:00:00,Hungary,Hungary,HU,195.66,228.61,73.17,35.07,entsoe.eu,false,
2023-05-22 19:00:00,Hungary,Hungary,HU,189.4,222.52,74.02,36.55,entsoe.eu,false,
2023-05-22 20:00:00,Hungary,Hungary,HU,185.08,219.64,73.43,34.23,entsoe.eu,false,
2023-05-22 21:00:00,Hungary,Hungary,HU,189.51,225.05,72.37,31.14,entsoe.eu,false,
2023-05-22 22:00:00,Hungary,Hungary,HU,195.54,231.03,72.06,26.23,entsoe.eu,false,
2023-05-22 23:00:00,Hungary,Hungary,HU,199.71,235.56,71.32,23.92,entsoe.eu,false,
2023-05-23 00:00:00,Hungary,Hungary,HU,205.54,242.38,70.33,21.17,entsoe.eu,false,
2023-05-23 01:00:00,Hungary,Hungary,HU,203.13,240.12,70.56,20.97,entsoe.eu,false,
2023-05-23 02:00:00,Hungary,Hungary,HU,185.67,219.84,74.3,23.01,entsoe.eu,false,
2023-05-23 03:00:00,Hungary,Hungary,HU,181.33,215.54,74.51,27.32,entsoe.eu,false,
2023-05-23 04:00:00,Hungary,Hungary,HU,170.85,202.91,76.93,34.54,entsoe.eu,false,
2023-05-23 05:00:00,Hungary,Hungary,HU,148.35,180.46,79.95,40.66,entsoe.eu,false,
2023-05-23 06:00:00,Hungary,Hungary,HU,150.58,186.27,78.13,44.09,entsoe.eu,false,
2023-05-23 07:00:00,Hungary,Hungary,HU,131.32,167.43,80.59,50.28,entsoe.eu,false,
2023-05-23 08:00:00,Hungary,Hungary,HU,114.64,152.25,82.32,52.96,entsoe.eu,false,
2023-05-23 09:00:00,Hungary,Hungary,HU,105.51,142.8,83.59,54.33,entsoe.eu,false,
2023-05-23 10:00:00,Hungary,Hungary,HU,108.14,145.5,83.17,53.21,entsoe.eu,false,
2023-05-23 11:00:00,Hungary,Hungary,HU,111.4,148.78,82.76,51.66,entsoe.eu,false,
2023-05-23 12:00:00,Hungary,Hungary,HU,118.92,155.44,82.36,48.83,entsoe.eu,false,
2023-05-23 13:00:00,Hungary,Hungary,HU,126.41,161.23,82.17,46.58,entsoe.eu,false,
2023-05-23 14:00:00,Hungary,Hungary,HU,122.73,156.88,81.89,45.64,entsoe.eu,false,
2023-05-23 15:00:00,Hungary,Hungary,HU,142.32,175.82,79.12,43.23,entsoe.eu,false,
2023-05-23 16:00:00,Hungary,Hungary,HU,159.72,190.02,78.63,40.73,entsoe.eu,false,
2023-05-23 17:00:00,Hungary,Hungary,HU,178.67,208.69,77.3,38.23,entsoe.eu,false,
2023-05-23 18:00:00,Hungary,Hungary,HU,177.19,208.03,77.1,38.26,entsoe.eu,false,
2023-05-23 19:00:00,Hungary,Hungary,HU,165.81,198.1,77.38,36.96,entsoe.eu,false,
2023-05-23 20:00:00,Hungary,Hungary,HU,159.85,194.17,76.88,35.09,entsoe.eu,false,
2023-05-23 21:00:00,Hungary,Hungary,HU,158.6,193.6,76.59,33.61,entsoe.eu,false,
2023-05-23 22:00:00,Hungary,Hungary,HU,166.37,202.48,75.23,32.24,entsoe.eu,false,
2023-05-23 23:00:00,Hungary,Hungary,HU,161.06,197.75,75.35,31.34,entsoe.eu,false,
2023-05-24 00:00:00,Hungary,Hungary,HU,164.52,200.89,75.36,31.37,entsoe.eu,false,
2023-05-24 01:00:00,Hungary,Hungary,HU,174.12,210.32,74.59,30.64,entsoe.eu,false,
2023-05-24 02:00:00,Hungary,Hungary,HU,179.97,216.56,73.65,29.22,entsoe.eu,false,
2023-05-24 03:00:00,Hungary,Hungary,HU,190.54,226.92,72.62,31.14,entsoe.eu,false,
2023-05-24 04:00:00,Hungary,Hungary,HU,203.24,239.13,71.71,38.47,entsoe.eu,false,
2023-05-24 05:00:00,Hungary,Hungary,HU,207.12,242.78,71.82,38.82,entsoe.eu,false,
2023-05-24 06:00:00,Hungary,Hungary,HU,196.44,232.91,73.36,41.62,entsoe.eu,false,
2023-05-24 07:00:00,Hungary,Hungary,HU,185.72,222.6,74.51,44.28,entsoe.eu,false,
2023-05-24 08:00:00,Hungary,Hungary,HU,163.81,203.09,76.13,45.22,entsoe.eu,false,
2023-05-24 09:00:00,Hungary,Hungary,HU,156.08,195.27,76.94,45.65,entsoe.eu,false,
2023-05-24 10:00:00,Hungary,Hungary,HU,149.92,187.12,77.98,46.62,entsoe.eu,false,
2023-05-24 11:00:00,Hungary,Hungary,HU,141.82,178.17,80.24,48.4,entsoe.eu,false,
2023-05-24 12:00:00,Hungary,Hungary,HU,138.37,175.01,80.21,47.84,entsoe.eu,false,
2023-05-24 13:00:00,Hungary,Hungary,HU,135.42,170.09,81.34,49.58,entsoe.eu,false,
2023-05-24 14:00:00,Hungary,Hungary,HU,146.48,181.99,79.06,46.51,entsoe.eu,false,
2023-05-24 15:00:00,Hungary,Hungary,HU,181.66,219.49,73.81,40.71,entsoe.eu,false,
2023-05-24 16:00:00,Hungary,Hungary,HU,197.28,232.94,72.85,39.29,entsoe.eu,false,
2023-05-24 17:00:00,Hungary,Hungary,HU,219.4,254.35,71.09,36.54,entsoe.eu,false,
2023-05-24 18:00:00,Hungary,Hungary,HU,227.93,262.79,70.06,35.23,entsoe.eu,false,
2023-05-24 19:00:00,Hungary,Hungary,HU,222.42,257.2,70.37,36.48,entsoe.eu,false,
2023-05-24 20:00:00,Hungary,Hungary,HU,213.05,248.02,71.0,37.06,entsoe.eu,false,
2023-05-24 21:00:00,Hungary,Hungary,HU,205.5,242.26,70.59,33.74,entsoe.eu,false,
2023-05-24 22:00:00,Hungary,Hungary,HU,190.04,224.91,73.51,34.98,entsoe.eu,false,
2023-05-24 23:00:00,Hungary,Hungary,HU,177.33,211.69,74.9,34.54,entsoe.eu,false,
2023-05-25 00:00:00,Hungary,Hungary,HU,184.83,220.84,73.26,30.81,entsoe.eu,false,
2023-05-25 01:00:00,Hungary,Hungary,HU,185.88,221.68,73.22,30.43,entsoe.eu,false,
2023-05-25 02:00:00,Hungary,Hungary,HU,187.11,222.71,73.14,31.04,entsoe.eu,false,
2023-05-25 03:00:00,Hungary,Hungary,HU,190.53,225.09,73.45,35.84,entsoe.eu,false,
2023-05-25 04:00:00,Hungary,Hungary,HU,206.88,239.41,73.1,40.82,entsoe.eu,false,
2023-05-25 05:00:00,Hungary,Hungary,HU,202.62,235.92,73.98,42.02,entsoe.eu,false,
2023-05-25 06:00:00,Hungary,Hungary,HU,172.83,206.06,78.17,47.28,entsoe.eu,false,
2023-05-25 07:00:00,Hungary,Hungary,HU,139.92,172.75,82.46,51.43,entsoe.eu,false,
2023-05-25 08:00:00,Hungary,Hungary,HU,131.4,167.21,81.68,52.34,entsoe.eu,false,
2023-05-25 09:00:00,Hungary,Hungary,HU,126.45,162.53,81.91,51.77,entsoe.eu,false,
2023-05-25 10:00:00,Hungary,Hungary,HU,127.29,162.78,82.23,52.56,entsoe.eu,false,
2023-05-25 11:00:00,Hungary,Hungary,HU,127.61,162.73,82.53,52.43,entsoe.eu,false,
2023-05-25 12:00:00,Hungary,Hungary,HU,124.29,158.08,83.49,53.3,entsoe.eu,false,
2023-05-25 13:00:00,Hungary,Hungary,HU,125.5,158.22,83.77,51.84,entsoe.eu,false,
2023-05-25 14:00:00,Hungary,Hungary,HU,142.35,175.73,81.28,47.35,entsoe.eu,false,
2023-05-25 15:00:00,Hungary,Hungary,HU,155.11,189.72,78.18,42.21,entsoe.eu,false,
2023-05-25 16:00:00,Hungary,Hungary,HU,182.75,216.3,75.5,36.77,entsoe.eu,false,
2023-05-25 17:00:00,Hungary,Hungary,HU,207.87,239.24,73.85,36.54,entsoe.eu,false,
2023-05-25 18:00:00,Hungary,Hungary,HU,213.4,244.4,73.36,36.72,entsoe.eu,false,
2023-05-25 19:00:00,Hungary,Hungary,HU,206.54,237.27,74.11,38.99,entsoe.eu,false,
2023-05-25 20:00:00,Hungary,Hungary,HU,196.81,229.03,74.08,37.33,entsoe.eu,false,
2023-05-25 21:00:00,Hungary,Hungary,HU,182.14,215.43,74.56,34.31,entsoe.eu,false,
2023-05-25 22:00:00,Hungary,Hungary,HU,172.42,203.25,77.19,35.45,entsoe.eu,false,
2023-05-25 23:00:00,Hungary,Hungary,HU,169.86,201.66,76.76,34.07,entsoe.eu,false,
2023-05-26 00:00:00,Hungary,Hungary,HU,183.12,217.42,74.18,31.82,entsoe.eu,false,
2023-05-26 01:00:00,Hungary,Hungary,HU,182.01,215.96,74.42,32.02,entsoe.eu,false,
2023-05-26 02:00:00,Hungary,Hungary,HU,183.52,217.21,74.41,33.47,entsoe.eu,false,
2023-05-26 03:00:00,Hungary,Hungary,HU,184.85,217.59,74.82,36.38,entsoe.eu,false,
2023-05-26 04:00:00,Hungary,Hungary,HU,180.98,212.32,76.4,42.47,entsoe.eu,false,
2023-05-26 05:00:00,Hungary,Hungary,HU,165.29,197.49,78.46,44.49,entsoe.eu,false,
2023-05-26 06:00:00,Hungary,Hungary,HU,144.89,178.11,80.82,49.45,entsoe.eu,false,
2023-05-26 07:00:00,Hungary,Hungary,HU,126.96,160.83,83.03,52.6,entsoe.eu,false,
2023-05-26 08:00:00,Hungary,Hungary,HU,110.9,143.22,85.6,56.56,entsoe.eu,false,
2023-05-26 09:00:00,Hungary,Hungary,HU,109.63,142.4,85.51,57.66,entsoe.eu,false,
2023-05-26 10:00:00,Hungary,Hungary,HU,109.93,142.74,85.39,57.44,entsoe.eu,false,
2023-05-26 11:00:00,Hungary,Hungary,HU,116.1,149.97,84.15,56.37,entsoe.eu,false,
2023-05-26 12:00:00,Hungary,Hungary,HU,113.78,146.96,84.67,57.17,entsoe.eu,false,
2023-05-26 13:00:00,Hungary,Hungary,HU,118.82,151.94,84.02,55.16,entsoe.eu,false,
2023-05-26 14:00:00,Hungary,Hungary,HU,132.32,165.75,82.31,51.2,entsoe.eu,false,
2023-05-26 15:00:00,Hungary,Hungary,HU,132.66,163.86,82.46,49.47,entsoe.eu,false,
2023-05-26 16:00:00,Hungary,Hungary,HU,147.67,177.62,80.89,45.39,entsoe.eu,false,
2023-05-26 17:00:00,Hungary,Hungary,HU,180.03,209.3,78.08,42.22,entsoe.eu,false,
2023-05-26 18:00:00,Hungary,Hungary,HU,188.53,218.28,76.62,41.69,entsoe.eu,false,
2023-05-26 19:00:00,Hungary,Hungary,HU,186.86,216.3,76.94,42.15,entsoe.eu,false,
2023-05-26 20:00:00,Hungary,Hungary,HU,178.07,208.8,77.05,40.47,entsoe.eu,false,
2023-05-26 21:00:00,Hungary,Hungary,HU,171.99,203.19,76.92,39.61,entsoe.eu,false,
2023-05-26 22:00:00,Hungary,Hungary,HU,165.81,196.55,78.03,40.18,entsoe.eu,false,
2023-05-26 23:00:00,Hungary,Hungary,HU,158.75,188.34,79.31,41.35,entsoe.eu,false,
2023-05-27 00:00:00,Hungary,Hungary,HU,164.27,194.34,78.7,40.48,entsoe.eu,false,
2023-05-27 01:00:00,Hungary,Hungary,HU,162.28,192.35,78.86,40.64,entsoe.eu,false,
2023-05-27 02:00:00,Hungary,Hungary,HU,163.06,193.13,78.8,39.63,entsoe.eu,false,
2023-05-27 03:00:00,Hungary,Hungary,HU,162.84,193.61,78.39,37.05,entsoe.eu,false,
2023-05-27 04:00:00,Hungary,Hungary,HU,162.63,194.37,78.55,38.32,entsoe.eu,false,
2023-05-27 05:00:00,Hungary,Hungary,HU,154.59,187.63,79.24,41.9,entsoe.eu,false,
2023-05-27 06:00:00,Hungary,Hungary,HU,146.04,181.67,79.39,44.86,entsoe.eu,false,
2023-05-27 07:00:00,Hungary,Hungary,HU,134.22,169.19,81.38,48.37,entsoe.eu,false,
2023-05-27 08:00:00,Hungary,Hungary,HU,117.47,150.89,83.99,52.62,entsoe.eu,false,
2023-05-27 09:00:00,Hungary,Hungary,HU,104.88,136.94,86.24,57.86,entsoe.eu,false,
2023-05-27 10:00:00,Hungary,Hungary,HU,106.8,140.06,86.09,60.69,entsoe.eu,false,
2023-05-27 11:00:00,Hungary,Hungary,HU,104.17,137.72,86.32,63.34,entsoe.eu,false,
2023-05-27 12:00:00,Hungary,Hungary,HU,101.63,133.64,87.6,63.01,entsoe.eu,false,
2023-05-27 13:00:00,Hungary,Hungary,HU,99.2,129.78,87.85,59.41,entsoe.eu,false,
2023-05-27 14:00:00,Hungary,Hungary,HU,114.99,146.54,85.18,52.53,entsoe.eu,false,
2023-05-27 15:00:00,Hungary,Hungary,HU,128.75,160.68,82.48,44.86,entsoe.eu,false,
2023-05-27 16:00:00,Hungary,Hungary,HU,147.16,178.4,80.23,41.77,entsoe.eu,false,
2023-05-27 17:00:00,Hungary,Hungary,HU,167.34,198.23,78.29,38.04,entsoe.eu,false,
2023-05-27 18:00:00,Hungary,Hungary,HU,183.77,213.26,77.07,39.59,entsoe.eu,false,
2023-05-27 19:00:00,Hungary,Hungary,HU,190.89,220.07,76.48,39.87,entsoe.eu,false,
2023-05-27 20:00:00,Hungary,Hungary,HU,190.39,221.9,75.1,35.89,entsoe.eu,false,
2023-05-27 21:00:00,Hungary,Hungary,HU,185.77,217.63,75.39,32.13,entsoe.eu,false,
2023-05-27 22:00:00,Hungary,Hungary,HU,198.39,231.78,73.61,25.21,entsoe.eu,false,
2023-05-27 23:00:00,Hungary,Hungary,HU,195.27,228.97,73.65,20.91,entsoe.eu,false,
2023-05-28 00:00:00,Hungary,Hungary,HU,202.67,237.52,72.23,18.38,entsoe.eu,false,
2023-05-28 01:00:00,Hungary,Hungary,HU,200.69,235.81,72.12,16.34,entsoe.eu,false,
2023-05-28 02:00:00,Hungary,Hungary,HU,209.33,243.95,71.42,13.38,entsoe.eu,false,
2023-05-28 03:00:00,Hungary,Hungary,HU,211.13,245.44,71.38,17.24,entsoe.eu,false,
2023-05-28 04:00:00,Hungary,Hungary,HU,193.99,229.76,73.55,22.9,entsoe.eu,false,
2023-05-28 05:00:00,Hungary,Hungary,HU,165.49,200.76,77.62,32.92,entsoe.eu,false,
2023-05-28 06:00:00,Hungary,Hungary,HU,136.96,171.35,81.85,43.63,entsoe.eu,false,
2023-05-28 07:00:00,Hungary,Hungary,HU,118.6,152.92,84.04,51.59,entsoe.eu,false,
2023-05-28 08:00:00,Hungary,Hungary,HU,110.17,144.77,85.19,57.38,entsoe.eu,false,
2023-05-28 09:00:00,Hungary,Hungary,HU,95.77,128.11,88.09,62.17,entsoe.eu,false,
2023-05-28 10:00:00,Hungary,Hungary,HU,96.83,129.45,88.14,62.31,entsoe.eu,false,
2023-05-28 11:00:00,Hungary,Hungary,HU,108.14,143.07,85.63,59.59,entsoe.eu,false,
2023-05-28 12:00:00,Hungary,Hungary,HU,106.43,140.51,86.39,59.92,entsoe.eu,false,
2023-05-28 13:00:00,Hungary,Hungary,HU,123.69,159.05,83.72,53.27,entsoe.eu,false,
2023-05-28 14:00:00,Hungary,Hungary,HU,123.24,157.06,83.84,52.78,entsoe.eu,false,
2023-05-28 15:00:00,Hungary,Hungary,HU,148.05,182.53,80.97,44.47,entsoe.eu,false,
2023-05-28 16:00:00,Hungary,Hungary,HU,170.73,204.8,78.28,35.14,entsoe.eu,false,
2023-05-28 17:00:00,Hungary,Hungary,HU,171.98,202.9,79.01,33.37,entsoe.eu,false,
2023-05-28 18:00:00,Hungary,Hungary,HU,174.09,204.49,78.65,33.95,entsoe.eu,false,
2023-05-28 19:00:00,Hungary,Hungary,HU,169.64,199.36,79.22,34.37,entsoe.eu,false,
2023-05-28 20:00:00,Hungary,Hungary,HU,170.38,201.25,78.22,31.17,entsoe.eu,false,
2023-05-28 21:00:00,Hungary,Hungary,HU,169.44,201.03,78.01,31.1,entsoe.eu,false,
2023-05-28 22:00:00,Hungary,Hungary,HU,179.26,210.94,75.81,21.24,entsoe.eu,false,
2023-05-28 23:00:00,Hungary,Hungary,HU,202.86,236.19,72.29,13.29,entsoe.eu,false,
2023-05-29 00:00:00,Hungary,Hungary,HU,208.59,242.57,71.07,10.44,entsoe.eu,false,
2023-05-29 01:00:00,Hungary,Hungary,HU,209.78,243.58,71.21,10.37,entsoe.eu,false,
2023-05-29 02:00:00,Hungary,Hungary,HU,206.81,240.87,72.15,11.44,entsoe.eu,false,
2023-05-29 03:00:00,Hungary,Hungary,HU,191.44,226.44,73.6,17.26,entsoe.eu,false,
2023-05-29 04:00:00,Hungary,Hungary,HU,162.51,196.41,77.37,30.99,entsoe.eu,false,
2023-05-29 05:00:00,Hungary,Hungary,HU,154.26,188.54,79.04,37.91,entsoe.eu,false,
2023-05-29 06:00:00,Hungary,Hungary,HU,141.05,175.77,80.49,42.17,entsoe.eu,false,
2023-05-29 07:00:00,Hungary,Hungary,HU,132.06,166.71,82.1,47.88,entsoe.eu,false,
2023-05-29 08:00:00,Hungary,Hungary,HU,130.47,165.93,82.11,49.45,entsoe.eu,false,
2023-05-29 09:00:00,Hungary,Hungary,HU,131.46,168.76,81.07,50.33,entsoe.eu,false,
2023-05-29 10:00:00,Hungary,Hungary,HU,132.26,171.4,81.64,52.42,entsoe.eu,false,
2023-05-29 11:00:00,Hungary,Hungary,HU,109.13,142.31,85.94,55.65,entsoe.eu,false,
2023-05-29 12:00:00,Hungary,Hungary,HU,122.35,157.42,83.52,52.02,entsoe.eu,false,
2023-05-29 13:00:00,Hungary,Hungary,HU,133.37,169.86,81.4,49.1,entsoe.eu,false,
2023-05-29 14:00:00,Hungary,Hungary,HU,140.18,175.53,81.14,45.35,entsoe.eu,false,
2023-05-29 15:00:00,Hungary,Hungary,HU,137.26,169.89,82.06,44.81,entsoe.eu,false,
2023-05-29 16:00:00,Hungary,Hungary,HU,162.95,195.11,78.56,38.55,entsoe.eu,false,
2023-05-29 17:00:00,Hungary,Hungary,HU,189.56,222.01,75.38,34.36,entsoe.eu,false,
2023-05-29 18:00:00,Hungary,Hungary,HU,204.1,236.86,73.74,32.13,entsoe.eu,false,
2023-05-29 19:00:00,Hungary,Hungary,HU,196.87,228.59,74.92,32.84,entsoe.eu,false,
2023-05-29 20:00:00,Hungary,Hungary,HU,175.08,208.25,75.86,33.21,entsoe.eu,false,
2023-05-29 21:00:00,Hungary,Hungary,HU,166.89,200.15,76.37,32.36,entsoe.eu,false,
2023-05-29 22:00:00,Hungary,Hungary,HU,171.62,206.07,75.38,28.71,entsoe.eu,false,
2023-05-29 23:00:00,Hungary,Hungary,HU,171.04,205.51,75.3,28.83,entsoe.eu,false,
2023-05-30 00:00:00,Hungary,Hungary,HU,176.39,211.73,74.32,27.27,entsoe.eu,false,
2023-05-30 01:00:00,Hungary,Hungary,HU,176.45,212.11,74.08,27.57,entsoe.eu,false,
2023-05-30 02:00:00,Hungary,Hungary,HU,175.8,211.22,74.24,28.44,entsoe.eu,false,
2023-05-30 03:00:00,Hungary,Hungary,HU,180.29,214.84,74.55,30.34,entsoe.eu,false,
2023-05-30 04:00:00,Hungary,Hungary,HU,198.15,231.37,74.23,36.01,entsoe.eu,false,
2023-05-30 05:00:00,Hungary,Hungary,HU,210.31,245.3,72.67,36.72,entsoe.eu,false,
2023-05-30 06:00:00,Hungary,Hungary,HU,182.55,217.41,75.96,40.47,entsoe.eu,false,
2023-05-30 07:00:00,Hungary,Hungary,HU,157.13,191.91,79.05,42.87,entsoe.eu,false,
2023-05-30 08:00:00,Hungary,Hungary,HU,150.56,187.11,78.92,44.14,entsoe.eu,false,
2023-05-30 09:00:00,Hungary,Hungary,HU,147.19,184.29,79.05,45.24,entsoe.eu,false,
2023-05-30 10:00:00,Hungary,Hungary,HU,154.28,188.67,78.03,42.17,entsoe.eu,false,
2023-05-30 11:00:00,Hungary,Hungary,HU,145.44,179.32,79.81,44.28,entsoe.eu,false,
2023-05-30 12:00:00,Hungary,Hungary,HU,146.25,182.56,79.68,45.55,entsoe.eu,false,
2023-05-30 13:00:00,Hungary,Hungary,HU,150.08,185.94,79.31,44.62,entsoe.eu,false,
2023-05-30 14:00:00,Hungary,Hungary,HU,149.87,184.91,78.94,43.85,entsoe.eu,false,
2023-05-30 15:00:00,Hungary,Hungary,HU,167.35,203.7,75.86,40.63,entsoe.eu,false,
2023-05-30 16:00:00,Hungary,Hungary,HU,181.98,216.9,74.81,37.78,entsoe.eu,false,
2023-05-30 17:00:00,Hungary,Hungary,HU,199.19,233.11,73.42,37.01,entsoe.eu,false,
2023-05-30 18:00:00,Hungary,Hungary,HU,214.52,248.43,71.94,35.58,entsoe.eu,false,
2023-05-30 19:00:00,Hungary,Hungary,HU,200.75,233.74,73.62,37.1,entsoe.eu,false,
2023-05-30 20:00:00,Hungary,Hungary,HU,187.8,222.33,73.8,34.3,entsoe.eu,false,
2023-05-30 21:00:00,Hungary,Hungary,HU,180.23,215.78,73.81,33.31,entsoe.eu,false,
2023-05-30 22:00:00,Hungary,Hungary,HU,178.88,213.36,74.61,30.67,entsoe.eu,false,
2023-05-30 23:00:00,Hungary,Hungary,HU,168.02,200.22,76.94,29.62,entsoe.eu,false,
2023-05-31 00:00:00,Hungary,Hungary,HU,171.56,204.5,76.15,27.15,entsoe.eu,false,
2023-05-31 01:00:00,Hungary,Hungary,HU,178.95,213.08,74.66,24.99,entsoe.eu,false,
2023-05-31 02:00:00,Hungary,Hungary,HU,177.32,210.83,75.08,26.17,entsoe.eu,false,
2023-05-31 03:00:00,Hungary,Hungary,HU,179.69,211.79,75.82,29.77,entsoe.eu,false,
2023-05-31 04:00:00,Hungary,Hungary,HU,213.4,247.4,72.01,36.59,entsoe.eu,false,
2023-05-31 05:00:00,Hungary,Hungary,HU,201.06,234.73,74.08,38.06,entsoe.eu,false,
2023-05-31 06:00:00,Hungary,Hungary,HU,173.21,207.45,77.41,38.93,entsoe.eu,false,
2023-05-31 07:00:00,Hungary,Hungary,HU,140.08,172.49,82.47,44.62,entsoe.eu,false,
2023-05-31 08:00:00,Hungary,Hungary,HU,140.26,173.97,82.13,46.4,entsoe.eu,false,
2023-05-31 09:00:00,Hungary,Hungary,HU,138.5,173.57,81.64,47.89,entsoe.eu,false,
2023-05-31 10:00:00,Hungary,Hungary,HU,134.72,169.36,82.43,49.55,entsoe.eu,false,
2023-05-31 11:00:00,Hungary,Hungary,HU,127.84,160.69,84.26,50.96,entsoe.eu,false,
2023-05-31 12:00:00,Hungary,Hungary,HU,129.53,161.54,84.47,50.39,entsoe.eu,false,
2023-05-31 13:00:00,Hungary,Hungary,HU,146.29,181.13,81.0,46.56,entsoe.eu,false,
2023-05-31 14:00:00,Hungary,Hungary,HU,160.73,195.85,79.48,42.38,entsoe.eu,false,
2023-05-31 15:00:00,Hungary,Hungary,HU,165.21,199.46,78.47,40.18,entsoe.eu,false,
2023-05-31 16:00:00,Hungary,Hungary,HU,186.81,219.86,76.14,35.85,entsoe.eu,false,
2023-05-31 17:00:00,Hungary,Hungary,HU,207.88,241.28,73.05,33.8,entsoe.eu,false,
2023-05-31 18:00:00,Hungary,Hungary,HU,225.09,259.24,70.78,31.89,entsoe.eu,false,
2023-05-31 19:00:00,Hungary,Hungary,HU,219.95,255.22,70.81,30.26,entsoe.eu,false,
2023-05-31 20:00:00,Hungary,Hungary,HU,214.93,251.21,70.8,25.73,entsoe.eu,false,
2023-05-31 21:00:00,Hungary,Hungary,HU,215.21,252.69,69.89,21.01,entsoe.eu,false,
2023-05-31 22:00:00,Hungary,Hungary,HU,201.13,237.72,71.38,20.37,entsoe.eu,false,
2023-05-31 23:00:00,Hungary,Hungary,HU,208.06,244.87,70.52,16.18,entsoe.eu,false,
2023-06-01 00:00:00,Hungary,Hungary,HU,213.69,250.35,69.62,13.49,entsoe.eu,false,
2023-06-01 01:00:00,Hungary,Hungary,HU,214.88,252.81,69.39,14.35,entsoe.eu,false,
2023-06-01 02:00:00,Hungary,Hungary,HU,217.14,255.42,69.21,13.48,entsoe.eu,false,
2023-06-01 03:00:00,Hungary,Hungary,HU,203.92,241.23,70.91,17.88,entsoe.eu,false,
2023-06-01 04:00:00,Hungary,Hungary,HU,205.5,241.37,71.26,28.91,entsoe.eu,false,
2023-06-01 05:00:00,Hungary,Hungary,HU,176.37,211.31,75.64,37.47,entsoe.eu,false,
2023-06-01 06:00:00,Hungary,Hungary,HU,148.29,180.53,80.36,42.37,entsoe.eu,false,
2023-06-01 07:00:00,Hungary,Hungary,HU,137.62,171.48,81.18,45.59,entsoe.eu,false,
2023-06-01 08:00:00,Hungary,Hungary,HU,133.07,167.73,81.64,48.39,entsoe.eu,false,
2023-06-01 09:00:00,Hungary,Hungary,HU,130.45,165.28,82.0,50.3,entsoe.eu,false,
2023-06-01 10:00:00,Hungary,Hungary,HU,131.04,167.08,81.57,50.57,entsoe.eu,false,
2023-06-01 11:00:00,Hungary,Hungary,HU,136.42,174.27,80.21,48.24,entsoe.eu,false,
2023-06-01 12:00:00,Hungary,Hungary,HU,134.4,170.7,81.24,47.34,entsoe.eu,false,
2023-06-01 13:00:00,Hungary,Hungary,HU,145.42,181.04,80.58,44.03,entsoe.eu,false,
2023-06-01 14:00:00,Hungary,Hungary,HU,143.7,177.6,81.36,42.43,entsoe.eu,false,
2023-06-01 15:00:00,Hungary,Hungary,HU,164.8,199.59,78.54,37.09,entsoe.eu,false,
2023-06-01 16:00:00,Hungary,Hungary,HU,184.0,218.89,75.14,33.08,entsoe.eu,false,
2023-06-01 17:00:00,Hungary,Hungary,HU,210.98,244.61,72.62,32.6,entsoe.eu,false,
2023-06-01 18:00:00,Hungary,Hungary,HU,221.47,255.0,71.84,32.72,entsoe.eu,false,
2023-06-01 19:00:00,Hungary,Hungary,HU,213.89,247.98,72.15,32.26,entsoe.eu,false,
2023-06-01 20:00:00,Hungary,Hungary,HU,205.27,240.1,72.07,27.61,entsoe.eu,false,
2023-06-01 21:00:00,Hungary,Hungary,HU,212.47,249.03,70.29,20.23,entsoe.eu,false,
2023-06-01 22:00:00,Hungary,Hungary,HU,201.36,237.61,71.75,19.72,entsoe.eu,false,
