Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023-01-01 00:00:00,Hungary,Hungary,HU,247.41,279.29,71.03,15.25,entsoe.eu,false,
2023-01-01 01:00:00,Hungary,Hungary,HU,262.28,294.95,69.85,14.44,entsoe.eu,false,
2023-01-01 02:00:00,Hungary,Hungary,HU,247.15,278.89,72.0,15.3,entsoe.eu,false,
2023-01-01 03:00:00,Hungary,Hungary,HU,239.27,269.92,72.72,14.24,entsoe.eu,false,
2023-01-01 04:00:00,Hungary,Hungary,HU,236.54,267.06,72.96,13.57,entsoe.eu,false,
2023-01-01 05:00:00,Hungary,Hungary,HU,237.36,269.04,72.38,13.68,entsoe.eu,false,
2023-01-01 06:00:00,Hungary,Hungary,HU,247.9,280.61,71.12,14.12,entsoe.eu,false,
2023-01-01 07:00:00,Hungary,Hungary,HU,220.43,251.5,73.62,16.41,entsoe.eu,false,
2023-01-01 08:00:00,Hungary,Hungary,HU,192.07,221.47,77.29,21.55,entsoe.eu,false,
2023-01-01 09:00:00,Hungary,Hungary,HU,177.98,206.83,78.93,24.08,entsoe.eu,false,
2023-01-01 10:00:00,Hungary,Hungary,HU,175.97,206.01,78.36,24.87,entsoe.eu,false,
2023-01-01 11:00:00,Hungary,Hungary,HU,173.94,204.0,78.36,23.84,entsoe.eu,false,
2023-01-01 12:00:00,Hungary,Hungary,HU,173.79,204.52,78.01,21.96,entsoe.eu,false,
2023-01-01 13:00:00,Hungary,Hungary,HU,182.98,214.04,77.11,20.55,entsoe.eu,false,
2023-01-01 14:00:00,Hungary,Hungary,HU,205.45,237.81,74.68,18.46,entsoe.eu,false,
2023-01-01 15:00:00,Hungary,Hungary,HU,216.73,248.32,74.6,20.24,entsoe.eu,false,
2023-01-01 16:00:00,Hungary,Hungary,HU,214.92,244.98,75.64,21.46,entsoe.eu,false,
2023-01-01 17:00:00,Hungary,Hungary,HU,217.05,247.08,75.5,20.84,entsoe.eu,false,
2023-01-01 18:00:00,Hungary,Hungary,HU,222.86,252.03,75.88,21.57,entsoe.eu,false,
2023-01-01 19:00:00,Hungary,Hungary,HU,226.02,256.18,74.65,19.45,entsoe.eu,false,
2023-01-01 20:00:00,Hungary,Hungary,HU,225.43,257.22,73.3,17.17,entsoe.eu,false,
2023-01-01 21:00:00,Hungary,Hungary,HU,222.91,254.04,73.1,14.69,entsoe.eu,false,
2023-01-01 22:00:00,Hungary,Hungary,HU,222.54,254.09,72.8,14.11,entsoe.eu,false,
2023-01-01 23:00:00,Hungary,Hungary,HU,240.68,273.04,71.39,12.1,entsoe.eu,false,
2023-01-02 00:00:00,Hungary,Hungary,HU,229.41,261.09,72.01,10.35,entsoe.eu,false,
2023-01-02 01:00:00,Hungary,Hungary,HU,221.82,254.01,71.8,9.09,entsoe.eu,false,
2023-01-02 02:00:00,Hungary,Hungary,HU,218.26,250.78,72.21,9.27,entsoe.eu,false,
2023-01-02 03:00:00,Hungary,Hungary,HU,218.48,252.1,72.52,10.45,entsoe.eu,false,
2023-01-02 04:00:00,Hungary,Hungary,HU,230.74,265.06,71.03,10.84,entsoe.eu,false,
2023-01-02 05:00:00,Hungary,Hungary,HU,237.84,271.17,70.22,11.32,entsoe.eu,false,
2023-01-02 06:00:00,Hungary,Hungary,HU,225.18,256.06,72.4,12.8,entsoe.eu,false,
2023-01-02 07:00:00,Hungary,Hungary,HU,218.54,250.91,72.5,16.22,entsoe.eu,false,
2023-01-02 08:00:00,Hungary,Hungary,HU,206.18,239.76,72.4,19.52,entsoe.eu,false,
2023-01-02 09:00:00,Hungary,Hungary,HU,210.4,245.25,71.65,21.54,entsoe.eu,false,
2023-01-02 10:00:00,Hungary,Hungary,HU,200.69,232.65,74.34,24.26,entsoe.eu,false,
2023-01-02 11:00:00,Hungary,Hungary,HU,209.32,241.4,74.06,24.25,entsoe.eu,false,
2023-01-02 12:00:00,Hungary,Hungary,HU,203.9,238.82,72.74,21.73,entsoe.eu,false,
2023-01-02 13:00:00,Hungary,Hungary,HU,222.08,258.19,70.57,18.99,entsoe.eu,false,
2023-01-02 14:00:00,Hungary,Hungary,HU,243.54,280.09,68.61,16.58,entsoe.eu,false,
2023-01-02 15:00:00,Hungary,Hungary,HU,272.57,307.72,67.39,16.75,entsoe.eu,false,
2023-01-02 16:00:00,Hungary,Hungary,HU,270.55,304.3,68.19,18.14,entsoe.eu,false,
2023-01-02 17:00:00,Hungary,Hungary,HU,265.55,298.3,68.86,18.14,entsoe.eu,false,
2023-01-02 18:00:00,Hungary,Hungary,HU,261.38,294.38,68.82,17.99,entsoe.eu,false,
2023-01-02 19:00:00,Hungary,Hungary,HU,262.6,295.81,68.22,16.15,entsoe.eu,false,
2023-01-02 20:00:00,Hungary,Hungary,HU,272.56,306.84,66.71,14.74,entsoe.eu,false,
2023-01-02 21:00:00,Hungary,Hungary,HU,270.44,304.64,67.44,14.91,entsoe.eu,false,
2023-01-02 22:00:00,Hungary,Hungary,HU,275.41,308.32,67.56,12.96,entsoe.eu,false,
2023-01-02 23:00:00,Hungary,Hungary,HU,277.69,310.96,67.52,11.16,entsoe.eu,false,
2023-01-03 00:00:00,Hungary,Hungary,HU,273.04,306.33,67.91,10.45,entsoe.eu,false,
2023-01-03 01:00:00,Hungary,Hungary,HU,266.73,301.29,67.72,9.9,entsoe.eu,false,
2023-01-03 02:00:00,Hungary,Hungary,HU,263.44,297.93,68.05,9.72,entsoe.eu,false,
2023-01-03 03:00:00,Hungary,Hungary,HU,272.15,307.44,67.23,10.08,entsoe.eu,false,
2023-01-03 04:00:00,Hungary,Hungary,HU,282.68,318.59,66.14,11.07,entsoe.eu,false,
2023-01-03 05:00:00,Hungary,Hungary,HU,287.11,324.71,65.26,14.03,entsoe.eu,false,
2023-01-03 06:00:00,Hungary,Hungary,HU,283.13,319.72,66.17,15.73,entsoe.eu,false,
2023-01-03 07:00:00,Hungary,Hungary,HU,263.84,299.17,68.1,17.25,entsoe.eu,false,
2023-01-03 08:00:00,Hungary,Hungary,HU,255.43,290.26,69.09,19.26,entsoe.eu,false,
2023-01-03 09:00:00,Hungary,Hungary,HU,235.32,271.16,70.2,20.58,entsoe.eu,false,
2023-01-03 10:00:00,Hungary,Hungary,HU,225.35,262.22,70.61,22.15,entsoe.eu,false,
2023-01-03 11:00:00,Hungary,Hungary,HU,223.85,260.58,71.24,22.52,entsoe.eu,false,
2023-01-03 12:00:00,Hungary,Hungary,HU,231.53,269.66,69.65,20.85,entsoe.eu,false,
2023-01-03 13:00:00,Hungary,Hungary,HU,248.79,287.36,68.54,20.21,entsoe.eu,false,
2023-01-03 14:00:00,Hungary,Hungary,HU,266.56,305.8,67.1,19.5,entsoe.eu,false,
2023-01-03 15:00:00,Hungary,Hungary,HU,268.75,306.94,67.38,19.55,entsoe.eu,false,
2023-01-03 16:00:00,Hungary,Hungary,HU,264.58,302.52,67.39,18.88,entsoe.eu,false,
2023-01-03 17:00:00,Hungary,Hungary,HU,262.0,298.42,68.14,18.65,entsoe.eu,false,
2023-01-03 18:00:00,Hungary,Hungary,HU,264.01,301.71,67.1,17.6,entsoe.eu,false,
2023-01-03 19:00:00,Hungary,Hungary,HU,263.8,302.27,66.56,16.41,entsoe.eu,false,
2023-01-03 20:00:00,Hungary,Hungary,HU,266.53,304.13,66.36,14.91,entsoe.eu,false,
2023-01-03 21:00:00,Hungary,Hungary,HU,264.44,301.4,66.58,13.93,entsoe.eu,false,
2023-01-03 22:00:00,Hungary,Hungary,HU,259.49,294.63,68.24,14.29,entsoe.eu,false,
2023-01-03 23:00:00,Hungary,Hungary,HU,257.09,292.37,68.67,14.37,entsoe.eu,false,
2023-01-04 00:00:00,Hungary,Hungary,HU,247.22,282.59,69.46,14.07,entsoe.eu,false,
2023-01-04 01:00:00,Hungary,Hungary,HU,232.43,267.59,70.56,13.6,entsoe.eu,false,
2023-01-04 02:00:00,Hungary,Hungary,HU,234.22,269.95,70.39,13.1,entsoe.eu,false,
2023-01-04 03:00:00,Hungary,Hungary,HU,242.59,279.14,69.66,13.4,entsoe.eu,false,
2023-01-04 04:00:00,Hungary,Hungary,HU,255.09,291.83,68.27,14.39,entsoe.eu,false,
2023-01-04 05:00:00,Hungary,Hungary,HU,266.93,306.17,65.98,14.9,entsoe.eu,false,
2023-01-04 06:00:00,Hungary,Hungary,HU,272.08,312.95,65.3,16.5,entsoe.eu,false,
2023-01-04 07:00:00,Hungary,Hungary,HU,254.27,293.1,67.57,19.33,entsoe.eu,false,
2023-01-04 08:00:00,Hungary,Hungary,HU,225.65,261.59,71.92,25.26,entsoe.eu,false,
2023-01-04 09:00:00,Hungary,Hungary,HU,200.32,234.74,75.26,28.1,entsoe.eu,false,
2023-01-04 10:00:00,Hungary,Hungary,HU,195.06,231.78,74.48,28.59,entsoe.eu,false,
2023-01-04 11:00:00,Hungary,Hungary,HU,197.16,235.04,74.19,30.18,entsoe.eu,false,
2023-01-04 12:00:00,Hungary,Hungary,HU,197.67,235.54,73.92,28.0,entsoe.eu,false,
2023-01-04 13:00:00,Hungary,Hungary,HU,216.93,257.22,70.49,23.49,entsoe.eu,false,
2023-01-04 14:00:00,Hungary,Hungary,HU,236.35,276.48,68.31,19.19,entsoe.eu,false,
2023-01-04 15:00:00,Hungary,Hungary,HU,250.65,290.96,67.18,19.49,entsoe.eu,false,
2023-01-04 16:00:00,Hungary,Hungary,HU,252.62,291.63,67.98,21.85,entsoe.eu,false,
2023-01-04 17:00:00,Hungary,Hungary,HU,246.04,284.26,68.29,20.66,entsoe.eu,false,
2023-01-04 18:00:00,Hungary,Hungary,HU,248.43,288.03,67.49,21.2,entsoe.eu,false,
2023-01-04 19:00:00,Hungary,Hungary,HU,248.75,287.5,67.63,20.62,entsoe.eu,false,
2023-01-04 20:00:00,Hungary,Hungary,HU,247.33,284.41,68.24,19.96,entsoe.eu,false,
2023-01-04 21:00:00,Hungary,Hungary,HU,249.66,285.73,68.74,19.83,entsoe.eu,false,
2023-01-04 22:00:00,Hungary,Hungary,HU,242.3,277.0,70.44,21.47,entsoe.eu,false,
2023-01-04 23:00:00,Hungary,Hungary,HU,243.42,277.22,70.09,18.45,entsoe.eu,false,
2023-01-05 00:00:00,Hungary,Hungary,HU,231.06,264.5,71.4,18.9,entsoe.eu,false,
2023-01-05 01:00:00,Hungary,Hungary,HU,228.7,262.52,71.56,18.1,entsoe.eu,false,
2023-01-05 02:00:00,Hungary,Hungary,HU,225.31,259.11,71.79,17.28,entsoe.eu,false,
2023-01-05 03:00:00,Hungary,Hungary,HU,223.79,257.48,72.04,18.36,entsoe.eu,false,
2023-01-05 04:00:00,Hungary,Hungary,HU,239.67,274.4,70.24,18.43,entsoe.eu,false,
2023-01-05 05:00:00,Hungary,Hungary,HU,245.83,281.71,68.82,17.7,entsoe.eu,false,
2023-01-05 06:00:00,Hungary,Hungary,HU,249.32,285.91,68.26,19.41,entsoe.eu,false,
2023-01-05 07:00:00,Hungary,Hungary,HU,236.7,272.24,69.67,22.21,entsoe.eu,false,
2023-01-05 08:00:00,Hungary,Hungary,HU,224.64,259.75,70.97,25.25,entsoe.eu,false,
2023-01-05 09:00:00,Hungary,Hungary,HU,212.83,246.2,72.91,27.21,entsoe.eu,false,
2023-01-05 10:00:00,Hungary,Hungary,HU,215.15,249.69,72.06,27.06,entsoe.eu,false,
2023-01-05 11:00:00,Hungary,Hungary,HU,223.57,259.42,70.56,25.38,entsoe.eu,false,
2023-01-05 12:00:00,Hungary,Hungary,HU,218.6,254.77,70.86,24.66,entsoe.eu,false,
2023-01-05 13:00:00,Hungary,Hungary,HU,216.24,251.61,71.35,24.16,entsoe.eu,false,
2023-01-05 14:00:00,Hungary,Hungary,HU,228.56,263.93,70.55,22.91,entsoe.eu,false,
2023-01-05 15:00:00,Hungary,Hungary,HU,220.14,253.69,72.38,25.33,entsoe.eu,false,
2023-01-05 16:00:00,Hungary,Hungary,HU,210.09,243.48,72.97,26.69,entsoe.eu,false,
2023-01-05 17:00:00,Hungary,Hungary,HU,211.46,244.68,72.75,26.15,entsoe.eu,false,
2023-01-05 18:00:00,Hungary,Hungary,HU,209.71,242.43,73.1,25.64,entsoe.eu,false,
2023-01-05 19:00:00,Hungary,Hungary,HU,208.27,241.37,72.88,23.48,entsoe.eu,false,
2023-01-05 20:00:00,Hungary,Hungary,HU,213.76,249.15,71.06,21.65,entsoe.eu,false,
2023-01-05 21:00:00,Hungary,Hungary,HU,215.16,249.78,71.5,21.11,entsoe.eu,false,
2023-01-05 22:00:00,Hungary,Hungary,HU,217.62,250.55,72.2,20.06,entsoe.eu,false,
2023-01-05 23:00:00,Hungary,Hungary,HU,236.97,270.67,70.72,18.36,entsoe.eu,false,
2023-01-06 00:00:00,Hungary,Hungary,HU,229.16,262.28,71.55,17.54,entsoe.eu,false,
2023-01-06 01:00:00,Hungary,Hungary,HU,232.15,265.95,71.12,15.4,entsoe.eu,false,
2023-01-06 02:00:00,Hungary,Hungary,HU,229.26,263.25,70.97,13.82,entsoe.eu,false,
2023-01-06 03:00:00,Hungary,Hungary,HU,238.59,273.65,70.11,14.1,entsoe.eu,false,
2023-01-06 04:00:00,Hungary,Hungary,HU,259.1,296.34,67.8,14.19,entsoe.eu,false,
2023-01-06 05:00:00,Hungary,Hungary,HU,272.95,312.18,65.5,14.23,entsoe.eu,false,
2023-01-06 06:00:00,Hungary,Hungary,HU,269.83,308.93,65.3,13.44,entsoe.eu,false,
2023-01-06 07:00:00,Hungary,Hungary,HU,241.29,278.09,68.68,16.84,entsoe.eu,false,
2023-01-06 08:00:00,Hungary,Hungary,HU,213.52,250.31,71.55,22.75,entsoe.eu,false,
2023-01-06 09:00:00,Hungary,Hungary,HU,196.4,230.9,74.99,27.23,entsoe.eu,false,
2023-01-06 10:00:00,Hungary,Hungary,HU,189.57,224.7,75.05,28.52,entsoe.eu,false,
2023-01-06 11:00:00,Hungary,Hungary,HU,192.24,225.9,75.49,27.55,entsoe.eu,false,
2023-01-06 12:00:00,Hungary,Hungary,HU,214.17,250.8,72.04,23.93,entsoe.eu,false,
2023-01-06 13:00:00,Hungary,Hungary,HU,241.1,280.19,68.36,19.81,entsoe.eu,false,
2023-01-06 14:00:00,Hungary,Hungary,HU,265.16,305.16,66.14,17.81,entsoe.eu,false,
2023-01-06 15:00:00,Hungary,Hungary,HU,273.6,312.02,66.72,19.57,entsoe.eu,false,
2023-01-06 16:00:00,Hungary,Hungary,HU,268.24,306.94,66.38,19.08,entsoe.eu,false,
2023-01-06 17:00:00,Hungary,Hungary,HU,264.55,302.53,67.12,20.17,entsoe.eu,false,
2023-01-06 18:00:00,Hungary,Hungary,HU,267.72,306.28,66.63,19.41,entsoe.eu,false,
2023-01-06 19:00:00,Hungary,Hungary,HU,265.5,304.09,66.68,18.95,entsoe.eu,false,
2023-01-06 20:00:00,Hungary,Hungary,HU,267.14,305.5,66.5,17.74,entsoe.eu,false,
2023-01-06 21:00:00,Hungary,Hungary,HU,269.44,307.51,66.7,17.92,entsoe.eu,false,
2023-01-06 22:00:00,Hungary,Hungary,HU,270.37,307.09,67.53,17.29,entsoe.eu,false,
2023-01-06 23:00:00,Hungary,Hungary,HU,263.01,299.83,68.2,15.8,entsoe.eu,false,
2023-01-07 00:00:00,Hungary,Hungary,HU,250.62,286.96,69.02,13.8,entsoe.eu,false,
2023-01-07 01:00:00,Hungary,Hungary,HU,246.0,281.28,69.85,12.75,entsoe.eu,false,
2023-01-07 02:00:00,Hungary,Hungary,HU,237.35,273.44,70.28,12.55,entsoe.eu,false,
2023-01-07 03:00:00,Hungary,Hungary,HU,241.65,277.9,70.21,13.29,entsoe.eu,false,
2023-01-07 04:00:00,Hungary,Hungary,HU,238.38,275.02,69.88,13.01,entsoe.eu,false,
2023-01-07 05:00:00,Hungary,Hungary,HU,257.02,294.5,68.07,13.57,entsoe.eu,false,
2023-01-07 06:00:00,Hungary,Hungary,HU,256.68,294.18,68.17,14.58,entsoe.eu,false,
2023-01-07 07:00:00,Hungary,Hungary,HU,240.43,275.99,70.81,17.94,entsoe.eu,false,
2023-01-07 08:00:00,Hungary,Hungary,HU,205.81,241.57,73.36,22.84,entsoe.eu,false,
2023-01-07 09:00:00,Hungary,Hungary,HU,191.82,227.47,75.16,27.2,entsoe.eu,false,
2023-01-07 10:00:00,Hungary,Hungary,HU,169.97,203.37,78.36,30.53,entsoe.eu,false,
2023-01-07 11:00:00,Hungary,Hungary,HU,170.06,206.05,76.76,29.55,entsoe.eu,false,
2023-01-07 12:00:00,Hungary,Hungary,HU,183.83,221.39,75.0,28.22,entsoe.eu,false,
2023-01-07 13:00:00,Hungary,Hungary,HU,200.99,239.83,72.59,23.99,entsoe.eu,false,
2023-01-07 14:00:00,Hungary,Hungary,HU,229.5,269.21,69.43,20.35,entsoe.eu,false,
2023-01-07 15:00:00,Hungary,Hungary,HU,241.28,280.81,68.95,21.29,entsoe.eu,false,
2023-01-07 16:00:00,Hungary,Hungary,HU,250.78,289.8,68.54,22.04,entsoe.eu,false,
2023-01-07 17:00:00,Hungary,Hungary,HU,252.57,291.25,68.62,22.59,entsoe.eu,false,
2023-01-07 18:00:00,Hungary,Hungary,HU,241.24,279.53,69.17,22.19,entsoe.eu,false,
2023-01-07 19:00:00,Hungary,Hungary,HU,249.56,287.61,68.85,20.68,entsoe.eu,false,
2023-01-07 20:00:00,Hungary,Hungary,HU,241.23,277.98,69.89,19.73,entsoe.eu,false,
2023-01-07 21:00:00,Hungary,Hungary,HU,241.66,277.96,69.88,18.06,entsoe.eu,false,
2023-01-07 22:00:00,Hungary,Hungary,HU,236.72,272.45,70.65,17.13,entsoe.eu,false,
2023-01-07 23:00:00,Hungary,Hungary,HU,238.58,275.6,70.38,17.25,entsoe.eu,false,
2023-01-08 00:00:00,Hungary,Hungary,HU,231.11,268.08,70.86,16.66,entsoe.eu,false,
2023-01-08 01:00:00,Hungary,Hungary,HU,225.71,262.27,71.33,15.64,entsoe.eu,false,
2023-01-08 02:00:00,Hungary,Hungary,HU,217.53,253.96,72.02,15.53,entsoe.eu,false,
2023-01-08 03:00:00,Hungary,Hungary,HU,212.74,249.22,72.18,14.81,entsoe.eu,false,
2023-01-08 04:00:00,Hungary,Hungary,HU,220.25,257.09,71.64,15.35,entsoe.eu,false,
2023-01-08 05:00:00,Hungary,Hungary,HU,237.27,274.8,69.55,15.55,entsoe.eu,false,
2023-01-08 06:00:00,Hungary,Hungary,HU,229.77,265.33,71.21,17.11,entsoe.eu,false,
2023-01-08 07:00:00,Hungary,Hungary,HU,213.07,248.01,72.48,18.27,entsoe.eu,false,
2023-01-08 08:00:00,Hungary,Hungary,HU,208.32,244.56,72.1,20.61,entsoe.eu,false,
2023-01-08 09:00:00,Hungary,Hungary,HU,211.66,247.67,72.4,23.56,entsoe.eu,false,
2023-01-08 10:00:00,Hungary,Hungary,HU,205.34,241.01,73.24,24.84,entsoe.eu,false,
2023-01-08 11:00:00,Hungary,Hungary,HU,208.91,245.09,72.55,23.46,entsoe.eu,false,
2023-01-08 12:00:00,Hungary,Hungary,HU,216.69,254.34,70.91,20.42,entsoe.eu,false,
2023-01-08 13:00:00,Hungary,Hungary,HU,226.76,264.09,70.24,17.98,entsoe.eu,false,
2023-01-08 14:00:00,Hungary,Hungary,HU,239.47,276.68,69.59,17.48,entsoe.eu,false,
2023-01-08 15:00:00,Hungary,Hungary,HU,249.93,286.12,69.37,17.87,entsoe.eu,false,
2023-01-08 16:00:00,Hungary,Hungary,HU,246.72,281.5,70.18,18.24,entsoe.eu,false,
2023-01-08 17:00:00,Hungary,Hungary,HU,252.22,287.7,69.22,17.31,entsoe.eu,false,
2023-01-08 18:00:00,Hungary,Hungary,HU,252.51,288.68,68.5,16.6,entsoe.eu,false,
2023-01-08 19:00:00,Hungary,Hungary,HU,256.51,293.18,68.1,15.44,entsoe.eu,false,
2023-01-08 20:00:00,Hungary,Hungary,HU,259.91,296.46,66.93,12.51,entsoe.eu,false,
2023-01-08 21:00:00,Hungary,Hungary,HU,249.83,284.47,68.14,10.79,entsoe.eu,false,
2023-01-08 22:00:00,Hungary,Hungary,HU,227.15,260.14,70.29,10.73,entsoe.eu,false,
2023-01-08 23:00:00,Hungary,Hungary,HU,214.42,244.54,72.94,12.07,entsoe.eu,false,
2023-01-09 00:00:00,Hungary,Hungary,HU,201.75,229.86,74.3,12.57,entsoe.eu,false,
2023-01-09 01:00:00,Hungary,Hungary,HU,211.74,240.03,73.1,13.46,entsoe.eu,false,
2023-01-09 02:00:00,Hungary,Hungary,HU,214.76,242.63,72.75,11.46,entsoe.eu,false,
2023-01-09 03:00:00,Hungary,Hungary,HU,217.35,246.41,72.39,11.72,entsoe.eu,false,
2023-01-09 04:00:00,Hungary,Hungary,HU,233.49,265.72,70.88,14.87,entsoe.eu,false,
2023-01-09 05:00:00,Hungary,Hungary,HU,252.32,288.13,68.44,21.22,entsoe.eu,false,
2023-01-09 06:00:00,Hungary,Hungary,HU,259.84,295.78,67.77,22.51,entsoe.eu,false,
2023-01-09 07:00:00,Hungary,Hungary,HU,255.37,290.2,68.57,23.7,entsoe.eu,false,
2023-01-09 08:00:00,Hungary,Hungary,HU,257.83,292.95,67.78,21.72,entsoe.eu,false,
2023-01-09 09:00:00,Hungary,Hungary,HU,260.71,294.56,67.95,19.87,entsoe.eu,false,
2023-01-09 10:00:00,Hungary,Hungary,HU,264.57,299.2,67.15,19.48,entsoe.eu,false,
2023-01-09 11:00:00,Hungary,Hungary,HU,260.92,296.02,67.28,20.3,entsoe.eu,false,
2023-01-09 12:00:00,Hungary,Hungary,HU,269.45,304.66,66.17,18.27,entsoe.eu,false,
2023-01-09 13:00:00,Hungary,Hungary,HU,273.75,309.29,66.04,18.08,entsoe.eu,false,
2023-01-09 14:00:00,Hungary,Hungary,HU,270.71,305.81,66.63,18.97,entsoe.eu,false,
2023-01-09 15:00:00,Hungary,Hungary,HU,273.18,307.61,67.11,20.25,entsoe.eu,false,
2023-01-09 16:00:00,Hungary,Hungary,HU,259.71,293.01,68.69,22.39,entsoe.eu,false,
2023-01-09 17:00:00,Hungary,Hungary,HU,257.15,289.89,68.78,21.55,entsoe.eu,false,
2023-01-09 18:00:00,Hungary,Hungary,HU,254.42,288.14,68.09,20.47,entsoe.eu,false,
2023-01-09 19:00:00,Hungary,Hungary,HU,256.31,290.01,67.8,18.71,entsoe.eu,false,
2023-01-09 20:00:00,Hungary,Hungary,HU,252.78,286.14,68.12,18.05,entsoe.eu,false,
2023-01-09 21:00:00,Hungary,Hungary,HU,243.62,275.67,69.45,17.71,entsoe.eu,false,
2023-01-09 22:00:00,Hungary,Hungary,HU,233.33,263.09,69.98,16.22,entsoe.eu,false,
2023-01-09 23:00:00,Hungary,Hungary,HU,230.13,258.56,70.55,15.73,entsoe.eu,false,
2023-01-10 00:00:00,Hungary,Hungary,HU,240.62,270.35,68.65,17.56,entsoe.eu,false,
2023-01-10 01:00:00,Hungary,Hungary,HU,244.39,274.65,67.97,18.74,entsoe.eu,false,
2023-01-10 02:00:00,Hungary,Hungary,HU,244.24,275.4,67.91,18.01,entsoe.eu,false,
2023-01-10 03:00:00,Hungary,Hungary,HU,243.47,274.51,67.99,17.58,entsoe.eu,false,
2023-01-10 04:00:00,Hungary,Hungary,HU,226.42,258.9,69.82,16.99,entsoe.eu,false,
2023-01-10 05:00:00,Hungary,Hungary,HU,245.65,282.49,67.19,20.15,entsoe.eu,false,
2023-01-10 06:00:00,Hungary,Hungary,HU,245.57,281.98,68.04,23.86,entsoe.eu,false,
2023-01-10 07:00:00,Hungary,Hungary,HU,237.81,273.45,68.74,25.61,entsoe.eu,false,
2023-01-10 08:00:00,Hungary,Hungary,HU,232.56,267.94,68.91,25.95,entsoe.eu,false,
2023-01-10 09:00:00,Hungary,Hungary,HU,234.24,270.45,68.26,25.88,entsoe.eu,false,
2023-01-10 10:00:00,Hungary,Hungary,HU,233.47,270.27,68.15,26.36,entsoe.eu,false,
2023-01-10 11:00:00,Hungary,Hungary,HU,232.24,268.59,68.33,25.81,entsoe.eu,false,
2023-01-10 12:00:00,Hungary,Hungary,HU,234.55,271.11,67.86,24.62,entsoe.eu,false,
2023-01-10 13:00:00,Hungary,Hungary,HU,236.35,272.84,68.18,23.7,entsoe.eu,false,
2023-01-10 14:00:00,Hungary,Hungary,HU,236.48,273.2,68.31,23.69,entsoe.eu,false,
2023-01-10 15:00:00,Hungary,Hungary,HU,239.55,275.38,68.53,23.68,entsoe.eu,false,
2023-01-10 16:00:00,Hungary,Hungary,HU,236.49,272.06,68.85,23.9,entsoe.eu,false,
2023-01-10 17:00:00,Hungary,Hungary,HU,236.14,271.87,68.74,23.37,entsoe.eu,false,
2023-01-10 18:00:00,Hungary,Hungary,HU,242.26,278.2,68.06,21.88,entsoe.eu,false,
2023-01-10 19:00:00,Hungary,Hungary,HU,244.37,280.37,67.67,20.39,entsoe.eu,false,
2023-01-10 20:00:00,Hungary,Hungary,HU,238.04,273.82,68.31,19.99,entsoe.eu,false,
2023-01-10 21:00:00,Hungary,Hungary,HU,241.13,273.12,70.35,19.3,entsoe.eu,false,
2023-01-10 22:00:00,Hungary,Hungary,HU,231.27,261.13,71.7,18.19,entsoe.eu,false,
2023-01-10 23:00:00,Hungary,Hungary,HU,223.85,253.44,72.79,18.67,entsoe.eu,false,
2023-01-11 00:00:00,Hungary,Hungary,HU,220.42,250.43,72.57,18.21,entsoe.eu,false,
2023-01-11 01:00:00,Hungary,Hungary,HU,234.7,263.99,70.78,15.91,entsoe.eu,false,
2023-01-11 02:00:00,Hungary,Hungary,HU,243.63,274.38,70.09,16.6,entsoe.eu,false,
2023-01-11 03:00:00,Hungary,Hungary,HU,256.45,289.46,68.65,15.68,entsoe.eu,false,
2023-01-11 04:00:00,Hungary,Hungary,HU,269.98,306.34,66.36,15.89,entsoe.eu,false,
2023-01-11 05:00:00,Hungary,Hungary,HU,289.15,331.05,61.87,16.55,entsoe.eu,false,
2023-01-11 06:00:00,Hungary,Hungary,HU,297.82,340.96,61.18,18.49,entsoe.eu,false,
2023-01-11 07:00:00,Hungary,Hungary,HU,289.07,331.54,62.8,21.55,entsoe.eu,false,
2023-01-11 08:00:00,Hungary,Hungary,HU,267.09,308.55,65.51,24.76,entsoe.eu,false,
2023-01-11 09:00:00,Hungary,Hungary,HU,243.62,284.42,67.85,27.35,entsoe.eu,false,
2023-01-11 10:00:00,Hungary,Hungary,HU,228.08,268.44,69.47,29.01,entsoe.eu,false,
2023-01-11 11:00:00,Hungary,Hungary,HU,231.1,271.84,69.49,29.51,entsoe.eu,false,
2023-01-11 12:00:00,Hungary,Hungary,HU,245.72,287.82,67.07,26.18,entsoe.eu,false,
2023-01-11 13:00:00,Hungary,Hungary,HU,268.62,311.49,63.96,21.31,entsoe.eu,false,
2023-01-11 14:00:00,Hungary,Hungary,HU,294.75,338.52,61.29,17.9,entsoe.eu,false,
2023-01-11 15:00:00,Hungary,Hungary,HU,301.62,344.39,61.29,18.25,entsoe.eu,false,
2023-01-11 16:00:00,Hungary,Hungary,HU,296.42,338.1,62.24,19.65,entsoe.eu,false,
2023-01-11 17:00:00,Hungary,Hungary,HU,296.15,337.27,62.43,19.67,entsoe.eu,false,
2023-01-11 18:00:00,Hungary,Hungary,HU,297.61,339.71,61.59,18.46,entsoe.eu,false,
2023-01-11 19:00:00,Hungary,Hungary,HU,300.59,343.08,60.68,16.1,entsoe.eu,false,
2023-01-11 20:00:00,Hungary,Hungary,HU,296.7,338.11,61.19,14.98,entsoe.eu,false,
2023-01-11 21:00:00,Hungary,Hungary,HU,285.27,321.96,65.01,15.92,entsoe.eu,false,
