kg_CO2/kWh
0.21488
0.21714
0.20392
0.2055
0.17637
0.14829
0.13762
0.13307
0.13044999999999998
0.13104
0.13641999999999999
0.13440000000000002
0.14542
0.1437
0.1648
0.184
0.21098
0.22147
0.21389
0.20527
0.21247
0.20136
0.20483
0.21750999999999998
0.22516999999999998
0.22266
0.21618
0.24372
0.20666
0.16838999999999998
0.14504
0.13202
0.13276
0.14949
0.14269
0.14265
0.14704
0.14614
0.15913999999999998
0.16554
0.18293
0.20188
0.19022
0.18115
0.18124
0.1703
0.16559000000000001
0.16735
0.17201
0.18024
0.17542
0.17095
0.16136
0.1423
0.12850999999999999
0.1207
0.11991
0.11669
0.11315
0.10812999999999999
0.11829
0.13662
0.14859999999999998
0.16088999999999998
0.17529
0.17978
0.17783000000000002
0.17718
0.17036
0.19863
0.21359999999999998
0.22313
0.23281
0.23512
0.22678
0.20265
0.17678
0.15496000000000001
0.13986
0.12575
0.12337999999999999
0.12355
0.12142
0.12495
0.12685
0.14085
0.16166999999999998
0.15528999999999998
0.16675
0.17829
0.17969
0.18248
0.19319999999999998
0.20634
0.20581
0.21955000000000002
0.22166
0.21617
0.21734
0.22865
0.20396
0.18178999999999998
0.16825
0.1566
0.14761000000000002
0.13659000000000002
0.14823
0.16244
0.17203
0.17489
0.18453
0.20994
0.23096
0.22481
0.20894
0.20825
0.20529
0.24478
0.26180000000000003
0.26857
0.27294
0.26842
0.26009
0.26225
0.25295
0.23804
0.22154
0.20471
0.20091
0.1994
0.19341999999999998
0.19338999999999998
0.20523
0.19335
0.19338999999999998
0.21956
0.24331999999999998
0.24584999999999999
0.23713
0.24417
0.21509
0.23837
0.24452000000000002
0.25708
0.26712
0.26588
0.27294999999999997
0.27648
0.27494
0.25521
0.21874000000000002
0.19290000000000002
0.17508
0.17593999999999999
0.17169
0.17137
0.16949
0.16954
0.18683000000000002
0.22511
0.24953
0.24592
0.25093
0.24159999999999998
0.22554
0.23065
0.24287999999999998
0.2341
0.22884000000000002
0.23442
0.23915
0.22572
0.21608000000000002
0.20934
0.17912
0.15408000000000002
0.14103
0.15322
0.15369999999999998
0.15250999999999998
0.14412
0.13377
0.15556
0.16211
0.18606999999999999
0.20239
0.19841
0.177
0.17227
0.1633
0.16352
0.17035
0.17177
0.17974
0.19033
0.20256
0.20126
0.20714
0.19458
0.15953
0.14231
0.15026
0.15443
0.15684
0.15862
0.17237
0.18397
0.19204
0.20207
0.20277
0.20990999999999999
0.20336
0.2076
0.20723
0.19676
0.19654
0.19532
0.19938999999999998
0.19066
0.17943
0.16312000000000001
0.15612
0.15281999999999998
0.13261
0.1192
0.12929
0.12362999999999999
0.12753
0.1409
0.15149
0.16483
0.17522
0.17511000000000002
0.17862999999999998
0.18102000000000001
0.18703999999999998
0.1864
0.1961
0.1961
0.19638
0.20063
0.20585
0.19704
0.18358000000000002
0.16855
0.15080000000000002
0.13461
0.13505
0.12465000000000001
0.12331
0.11907
0.12863
0.12208
0.13495
0.15381999999999998
0.16137
0.18647
0.19166
0.19552
0.19944
0.20119
0.22124000000000002
0.22441999999999998
0.23362
0.23634
0.23875
0.23552
0.23036
0.21281999999999998
0.17925
0.13791
0.1168
0.10665000000000001
0.1269
0.13158
0.13407
0.12696
0.14306
0.16728
0.21786000000000003
0.25136000000000003
0.25264
0.24493
0.26236000000000004
0.24711000000000002
0.22935
0.22511
0.24012
0.24730000000000002
0.23766
0.24481999999999998
0.24836000000000003
0.24011000000000002
0.20507
0.16065000000000002
0.13083
0.13044
0.13409000000000001
0.14740999999999999
0.15031999999999998
0.14755000000000001
0.14706
0.17417
0.21547
0.24999000000000002
0.2455
0.24687
0.24226
0.21888
0.22654
0.23651
0.24264
0.25181
0.25886000000000003
0.25737
0.26632
0.24154
0.21806999999999999
0.16419
0.13449
0.13222
0.12133
0.12398
0.12794
0.11785999999999999
0.13146000000000002
0.16041999999999998
0.18397
0.2105
0.22174000000000002
0.22340000000000002
0.22666999999999998
0.22218000000000002
0.21277000000000001
0.22702
0.23401
0.23682
0.23265
0.22440000000000002
0.21122
0.1916
0.16973
0.14472
0.11518
0.12563
0.13141
0.13879
0.14718
0.15309
0.16351
0.20011
0.19577
0.20668999999999998
0.21077
0.21502000000000002
0.21663
0.21828
0.23222
0.23374
0.23299
0.23178
0.23337
0.23555
0.22796
0.2258
0.21043
0.20992
0.19478
0.1948
0.18894999999999998
0.19338999999999998
0.18317
0.18719
0.2023
0.21788
0.23107
0.25832
0.25657
0.24943
0.26077
0.25475
0.24323
0.24958000000000002
0.25473
0.25616
0.25622
0.25499
0.2332
0.20727
0.18081999999999998
0.15509
0.12825
0.12715
0.13772
0.13382
0.13939
0.1495
0.15753
0.18267
0.23343
0.26964
0.27562000000000003
0.28904
0.30432
0.30432
0.29595
0.28436
0.27841000000000005
0.27127999999999997
0.26877
0.25242
0.22904
0.18468
0.15450999999999998
0.12676
0.10565000000000001
0.10901999999999999
0.11539
0.12038
0.13190000000000002
0.13872
0.15313
0.19262
0.23656
0.2646
0.27376
0.27812
